customerID,churn_risk_score,usage_trend,sentiment_score,complaint_category,health_score,risk_tier,explanation
2673-CXQEU,0.15992576,Stable,-0.3314270575841267,Service Quality,83.83379101753235,Healthy,"low churn risk, stable usage, and negative recent complaints"
6416-JNVRK,0.27717173,Stable,0.9998779296875,Other,95.59614777565002,Healthy,"low churn risk, stable usage, and positive recent feedback"
5590-ZSKRV,0.34038267,Stable,0.0009084045886993,Billing,76.18683949112892,Healthy,"moderate churn risk, stable usage, and neutral recent contact history"
0191-ZHSKZ,0.3774461,Growing,-0.3306388060251872,Service Quality,83.61919194459915,Healthy,"moderate churn risk, growing usage, and negative recent complaints"
3887-PBQAO,0.08316584,Growing,0.0010850131511688,Service Quality,100.0,Healthy,"low churn risk, growing usage, and neutral recent contact history"
5919-TMRGD,0.94345176,Declining,-0.9994810223579408,Service Quality,3.9661613106727582,Critical,"high churn risk, declining usage, and negative recent complaints"
8108-UXRQN,0.522321,Stable,-0.9992072383562725,Billing,48.4494224190712,At-Risk,"moderate churn risk, stable usage, and negative recent complaints"
9191-MYQKX,0.7888018,Declining,-0.9987617135047911,Billing,14.802449047565462,Critical,"high churn risk, declining usage, and negative recent complaints"
9919-YLNNG,0.6345871,Growing,-6.440281867980957e-05,Service Quality,70.57793632149696,Healthy,"moderate churn risk, growing usage, and neutral recent contact history"
0318-ZOPWS,0.04831481,Growing,-0.991636057694753,Technical,96.7434224486351,Healthy,"low churn risk, growing usage, and negative recent complaints"
4445-ZJNMU,0.9440744,Growing,0.0005696415901184,Service Quality,48.923337161540985,At-Risk,"high churn risk, growing usage, and neutral recent contact history"
4808-YNLEU,0.09053968,Growing,-0.9987192153930664,Technical,93.68143424391747,Healthy,"low churn risk, growing usage, and negative recent complaints"
1862-QRWPE,0.027973063,Growing,-0.9774697422981262,Billing,98.37983943521976,Healthy,"low churn risk, growing usage, and negative recent complaints"
2796-NNUFI,0.012634231,Growing,-0.3322326143582662,Billing,100.0,Healthy,"low churn risk, growing usage, and negative recent complaints"
3016-KSVCP,0.41404766,Stable,0.0012027919292449,Other,71.03470578789711,Healthy,"moderate churn risk, stable usage, and neutral recent contact history"
4767-HZZHQ,0.47540873,Growing,-0.98430864016215,Billing,66.95675909519196,Healthy,"moderate churn risk, growing usage, and negative recent complaints"
2424-WVHPL,0.76017135,Stable,-0.9987192153930664,Technical,31.807217001914978,Critical,"high churn risk, stable usage, and negative recent complaints"
7233-PAHHL,0.033945043,Stable,-0.9774697422981262,Billing,82.96180088073015,Healthy,"low churn risk, stable usage, and negative recent complaints"
6067-NGCEU,0.1367176,Growing,0.9998405873775482,Other,100.0,Healthy,"low churn risk, growing usage, and positive recent feedback"
9848-JQJTX,0.10999813,Growing,-0.9988569815953572,Service Quality,92.31727622449398,Healthy,"low churn risk, growing usage, and negative recent complaints"
8637-XJIVR,0.80322605,Declining,-0.9991327822208405,Billing,13.78718450665474,Critical,"high churn risk, declining usage, and negative recent complaints"
9803-FTJCG,0.010905722,Growing,-0.3370844523111979,Service Quality,100.0,Healthy,"low churn risk, growing usage, and negative recent complaints"
0278-YXOOG,0.32959098,Declining,-0.9774697422981262,Billing,47.266585528850555,At-Risk,"low churn risk, declining usage, and negative recent complaints"
3212-KXOCR,0.06791859,Growing,0.9998779296875,Other,100.0,Healthy,"low churn risk, growing usage, and positive recent feedback"
4598-XLKNJ,0.8506983,Declining,-0.9991437792778016,Technical,10.463962852954863,Critical,"high churn risk, declining usage, and negative recent complaints"
6380-ARCEH,0.6117619,Growing,-0.3257624904314677,Service Quality,67.29022771120071,Healthy,"moderate churn risk, growing usage, and negative recent complaints"
3679-XASPY,0.68415654,Growing,-0.9987192153930664,Technical,52.12825417518616,At-Risk,"high churn risk, growing usage, and negative recent complaints"
7123-WQUHX,0.19100964,Stable,9.28342342376709e-05,Billing,86.63071766495705,Healthy,"low churn risk, stable usage, and neutral recent contact history"
5386-THSLQ,0.13170235,Stable,-0.9979864358901978,Billing,75.81103906035423,Healthy,"low churn risk, stable usage, and negative recent complaints"
3192-NQECA,0.52230346,Declining,-0.9991500079631804,Technical,33.45150753855705,At-Risk,"moderate churn risk, declining usage, and negative recent complaints"
6180-YBIQI,0.62450933,Stable,-0.9985893368721008,Billing,41.30550652742386,At-Risk,"moderate churn risk, stable usage, and negative recent complaints"
6728-DKUCO,0.047260877,Declining,-0.9858585298061372,Billing,66.90386068075895,Healthy,"low churn risk, declining usage, and negative recent complaints"
9750-BOOHV,0.12865953,Stable,-0.9884753823280334,Billing,76.16670206189156,Healthy,"low churn risk, stable usage, and negative recent complaints"
8597-CWYHH,0.44054753,Stable,0.3351197242736816,Technical,74.18846905231476,Healthy,"moderate churn risk, stable usage, and positive recent feedback"
2848-YXSMW,0.015361943,Growing,-0.9979864358901978,Billing,98.95486743189394,Healthy,"low churn risk, growing usage, and negative recent complaints"
0486-HECZI,0.57879156,Declining,-0.999261200428009,Technical,29.49567288160324,Critical,"moderate churn risk, declining usage, and negative recent complaints"
4549-ZDQYY,0.10126553,Growing,-0.9880944788455964,Billing,93.08999590575695,Healthy,"low churn risk, growing usage, and negative recent complaints"
5712-AHQNN,0.5410795,Declining,-0.9774697422981262,Billing,32.46238738298416,Critical,"moderate churn risk, declining usage, and negative recent complaints"
4846-WHAFZ,0.80578184,Declining,-0.9992805123329164,Service Quality,13.606063425540922,Critical,"high churn risk, declining usage, and negative recent complaints"
5256-SKJGO,0.05691397,Growing,0.0009084045886993,Billing,100.0,Healthy,"low churn risk, growing usage, and neutral recent contact history"
3071-VBYPO,0.5485542,Stable,-0.9997711777687072,Service Quality,46.60463958978653,At-Risk,"moderate churn risk, stable usage, and negative recent complaints"
9560-BBZXK,0.08490533,Stable,-0.997729390859604,Billing,79.09068629145622,Healthy,"low churn risk, stable usage, and negative recent complaints"
5299-RULOA,0.9468336,Declining,-0.994247317314148,Service Quality,3.807937502861023,Critical,"high churn risk, declining usage, and negative recent complaints"
8402-OOOHJ,0.011287399,Declining,-0.9994810223579408,Service Quality,69.21766676008701,Healthy,"low churn risk, declining usage, and negative recent complaints"
9445-ZUEQE,0.47682896,Growing,0.333346426486969,Other,86.62216901779175,Healthy,"moderate churn risk, growing usage, and positive recent feedback"
1091-SOZGA,0.4452618,Stable,0.340755561987559,Billing,73.94300699234009,Healthy,"moderate churn risk, stable usage, and positive recent feedback"
2928-HLDBA,0.15064238,Declining,-0.994247317314148,Service Quality,59.54132363200188,At-Risk,"low churn risk, declining usage, and negative recent complaints"
0404-SWRVG,0.885043,Declining,-0.9994388222694396,Billing,8.05540591478348,Critical,"high churn risk, declining usage, and negative recent complaints"
6497-TILVL,0.32445523,Growing,0.9996423721313475,Technical,100.0,Healthy,"low churn risk, growing usage, and positive recent feedback"
7219-TLZHO,0.17023249,Stable,0.984205424785614,Service Quality,100.0,Healthy,"low churn risk, stable usage, and positive recent feedback"
4622-YNKIJ,0.14141673,Declining,1.239776611328125e-05,Billing,75.1010149717331,Healthy,"low churn risk, declining usage, and neutral recent contact history"
4412-YLTKF,0.72857076,Declining,-0.999103456735611,Billing,19.01349499821663,Critical,"high churn risk, declining usage, and negative recent complaints"
6734-PSBAW,0.018484667,Stable,0.3333664735158284,Service Quality,100.0,Healthy,"low churn risk, stable usage, and positive recent feedback"
3930-ZGWVE,0.55680734,Stable,-0.3324800928433736,Service Quality,56.03628486394882,At-Risk,"moderate churn risk, stable usage, and negative recent complaints"
2639-UGMAZ,0.14686954,Growing,-0.9996175765991212,Billing,89.72486853599548,Healthy,"low churn risk, growing usage, and negative recent complaints"
2876-GZYZC,0.86769027,Growing,-0.3313801884651184,Service Quality,49.290978610515594,At-Risk,"high churn risk, growing usage, and negative recent complaints"
6207-WIOLX,0.5082417,Declining,-0.9886204600334167,Billing,34.59377318620682,At-Risk,"moderate churn risk, declining usage, and negative recent complaints"
8587-XYZSF,0.022301001,Stable,-0.3362537026405334,Service Quality,93.39512435719371,Healthy,"low churn risk, stable usage, and negative recent complaints"
3091-FYHKI,0.877652,Declining,-0.9991560379664104,Billing,8.577020168304442,Critical,"high churn risk, declining usage, and negative recent complaints"
2372-HWUHI,0.71172917,Declining,-0.9988349080085754,Service Quality,20.196434557437897,Critical,"high churn risk, declining usage, and negative recent complaints"
7799-LGRDP,0.09738336,Growing,-0.999103456735611,Billing,93.19661311805248,Healthy,"low churn risk, growing usage, and negative recent complaints"
7850-VWJUU,0.40755785,Declining,0.984205424785614,Service Quality,71.2340322136879,Healthy,"moderate churn risk, declining usage, and positive recent feedback"
3774-VBNXY,0.012009784,Growing,-0.9774697422981262,Billing,99.4972690101713,Healthy,"low churn risk, growing usage, and negative recent complaints"
6217-KDYWC,0.09829071,Declining,-0.9979864358901978,Billing,63.14985364675522,At-Risk,"low churn risk, declining usage, and negative recent complaints"
0390-DCFDQ,0.9104611,Declining,-0.9988579750061036,Billing,6.284851431846617,Critical,"high churn risk, declining usage, and negative recent complaints"
3146-MSEGF,0.0062827417,Growing,0.0009457468986511,Billing,100.0,Healthy,"low churn risk, growing usage, and neutral recent contact history"
4080-OGPJL,0.5156773,Declining,-0.9991673032442728,Billing,33.915081322193146,At-Risk,"moderate churn risk, declining usage, and negative recent complaints"
1095-WGNGG,0.09107693,Growing,-0.9899011651674906,Billing,93.77609722316265,Healthy,"low churn risk, growing usage, and negative recent complaints"
2636-SJDOU,0.10878002,Growing,-0.3256909449895223,Billing,100.0,Healthy,"low churn risk, growing usage, and negative recent complaints"
1131-QQZEB,0.008581249,Growing,-0.9912204345067342,Billing,99.5310060493648,Healthy,"low churn risk, growing usage, and negative recent complaints"
5716-EZXZN,0.106226146,Growing,-0.9987192153930664,Technical,92.58338153362274,Healthy,"low churn risk, growing usage, and negative recent complaints"
6837-BJYDQ,0.021731347,Growing,-0.3319388031959533,Billing,100.0,Healthy,"low churn risk, growing usage, and negative recent complaints"
2135-RXIHG,0.86610806,Declining,-0.9858585298061372,Billing,9.584557861089705,Critical,"high churn risk, declining usage, and negative recent complaints"
6440-DKQGE,0.116837196,Growing,0.0033678412437438,Billing,100.0,Healthy,"low churn risk, growing usage, and neutral recent contact history"
3466-BYAVD,0.36769387,Stable,0.0111943781375885,Billing,74.42934468388557,Healthy,"moderate churn risk, stable usage, and neutral recent contact history"
3780-YVMFA,0.5745686,Stable,0.9998779296875,Other,74.77836489677429,Healthy,"moderate churn risk, stable usage, and positive recent feedback"
3874-EQOEP,0.88501054,Declining,-0.9991437792778016,Technical,8.06210547685623,Critical,"high churn risk, declining usage, and negative recent complaints"
1679-JRFBR,0.13351889,Stable,-0.999421000480652,Technical,75.66236272454262,Healthy,"low churn risk, stable usage, and negative recent complaints"
9073-ZZIAY,0.046578553,Growing,-0.9979864358901978,Billing,96.76970478147268,Healthy,"low churn risk, growing usage, and negative recent complaints"
3077-RSNTJ,0.19747354,Stable,0.9998584985733032,Service Quality,100.0,Healthy,"low churn risk, stable usage, and positive recent feedback"
6551-GNYDG,0.7210907,Growing,-0.9880944788455964,Billing,49.702235609292984,At-Risk,"high churn risk, growing usage, and negative recent complaints"
9167-APMXZ,0.6762317,Stable,0.9998584985733032,Service Quality,67.66165971755981,Healthy,"high churn risk, stable usage, and positive recent feedback"
2749-CTKAJ,0.10077623,Declining,-0.3250462810198466,Billing,73.06996949017048,Healthy,"low churn risk, declining usage, and negative recent complaints"
6371-NZYEG,0.02360665,Growing,-0.3325020670890808,Service Quality,100.0,Healthy,"low churn risk, growing usage, and negative recent complaints"
7554-NEWDD,0.028718442,Growing,0.9998779296875,Other,100.0,Healthy,"low churn risk, growing usage, and positive recent feedback"
8992-VONJD,0.5383909,Stable,0.999722808599472,Technical,77.30848088860512,Healthy,"moderate churn risk, stable usage, and positive recent feedback"
0867-MKZVY,0.62701625,Declining,-0.9990283449490864,Billing,26.123437583446503,Critical,"moderate churn risk, declining usage, and negative recent complaints"
4482-EWFMI,0.82956016,Stable,-0.3239463766415913,Billing,37.071593105793,At-Risk,"high churn risk, stable usage, and negative recent complaints"
4648-YPBTM,0.049151957,Growing,0.0111943781375885,Billing,100.0,Healthy,"low churn risk, growing usage, and neutral recent contact history"
2907-ILJBN,0.02001608,Growing,-0.3330735564231872,Billing,100.0,Healthy,"low churn risk, growing usage, and negative recent complaints"
6345-FZOQH,0.010936734,Declining,-0.9880944788455964,Billing,69.41301141865551,Healthy,"low churn risk, declining usage, and negative recent complaints"
3376-BMGFE,0.7936469,Declining,-0.99967622756958,Service Quality,14.449575543403627,Critical,"high churn risk, declining usage, and negative recent complaints"
5997-OPVFA,0.00431171,Growing,-0.987728089094162,Billing,99.88225895445794,Healthy,"low churn risk, growing usage, and negative recent complaints"
3445-HXXGF,0.72368366,Declining,-0.9997711777687072,Service Quality,19.345576465129852,Critical,"high churn risk, declining usage, and negative recent complaints"
1159-WFSGR,0.21850254,Growing,-0.9982894062995912,Billing,84.73048135638237,Healthy,"low churn risk, growing usage, and negative recent complaints"
7654-YWJUF,0.11297085,Growing,0.984205424785614,Service Quality,100.0,Healthy,"low churn risk, growing usage, and positive recent feedback"
1875-QIVME,0.8203626,Declining,-0.9992828965187072,Billing,12.585372626781465,Critical,"high churn risk, declining usage, and negative recent complaints"
6727-IOTLZ,0.041666083,Growing,-0.9979864358901978,Billing,97.1135776489973,Healthy,"low churn risk, growing usage, and negative recent complaints"
0691-JVSYA,0.40035033,Declining,-0.9985464513301848,Billing,41.997279971838,At-Risk,"moderate churn risk, declining usage, and negative recent complaints"
5918-VUKWP,0.03392802,Growing,0.9920043349266052,Service Quality,100.0,Healthy,"low churn risk, growing usage, and positive recent feedback"
1744-JHKYS,0.19965023,Growing,-0.9994810223579408,Service Quality,86.03226870298386,Healthy,"low churn risk, growing usage, and negative recent complaints"
2656-FMOKZ,0.80644864,Declining,-0.9992625713348388,Billing,13.559656739234926,Critical,"high churn risk, declining usage, and negative recent complaints"
2070-FNEXE,0.6732963,Declining,-0.9994810223579408,Service Quality,22.877045571804047,Critical,"high churn risk, declining usage, and negative recent complaints"
5947-SGKCL,0.7805969,Stable,-0.3317674398422241,Service Quality,40.381704568862915,At-Risk,"high churn risk, stable usage, and negative recent complaints"
3712-PKXZA,0.01672839,Stable,0.3299388686815898,Service Quality,100.0,Healthy,"low churn risk, stable usage, and positive recent feedback"
6317-YPKDH,0.70746875,Declining,-0.9988479018211364,Billing,20.494469106197357,Critical,"high churn risk, declining usage, and negative recent complaints"
6582-OIVSP,0.7518635,Stable,0.0026975274085998,Service Quality,47.41001933813095,At-Risk,"high churn risk, stable usage, and neutral recent contact history"
9367-WXLCH,0.8578042,Declining,-0.9990922013918558,Billing,9.967324435710907,Critical,"high churn risk, declining usage, and negative recent complaints"
5524-KHNJP,0.24499568,Stable,-0.9774697422981262,Billing,68.18825602531433,Healthy,"low churn risk, stable usage, and negative recent complaints"
1918-ZBFQJ,0.8356344,Declining,-0.994247317314148,Service Quality,11.591881513595581,Critical,"high churn risk, declining usage, and negative recent complaints"
1024-GUALD,0.8362913,Declining,-0.999106466770172,Billing,11.47301107645035,Critical,"high churn risk, declining usage, and negative recent complaints"
4827-USJHP,0.37181976,Growing,-0.0066334605216979,Service Quality,88.87311458587646,Healthy,"moderate churn risk, growing usage, and neutral recent contact history"
8167-GJLRN,0.5653753,Growing,0.0112040936946868,Billing,75.59178844094276,Healthy,"moderate churn risk, growing usage, and neutral recent contact history"
0956-SYCWG,0.10878422,Growing,0.3286204536755879,Billing,100.0,Healthy,"low churn risk, growing usage, and positive recent feedback"
8017-UVSZU,0.32015228,Growing,-0.9774697422981262,Billing,77.92729407548904,Healthy,"low churn risk, growing usage, and negative recent complaints"
7100-FQPRV,0.31985277,Growing,-0.9882881045341492,Billing,77.78598457574844,Healthy,"low churn risk, growing usage, and negative recent complaints"
2472-OVKUP,0.8510546,Declining,-0.9917651414871216,Billing,10.549700260162354,Critical,"high churn risk, declining usage, and negative recent complaints"
2984-RGEYA,0.024755076,Declining,-0.998352825641632,Billing,68.29185232520103,Healthy,"low churn risk, declining usage, and negative recent complaints"
9680-NIAUV,0.004627947,Declining,-0.9958670337994894,Service Quality,69.73803818691522,Healthy,"low churn risk, declining usage, and negative recent complaints"
2146-EGVDT,0.0074828365,Growing,-0.99747234582901,Service Quality,99.51411625836045,Healthy,"low churn risk, growing usage, and negative recent complaints"
2604-IJPDU,0.76309097,Stable,-0.9988788068294524,Billing,31.60045012831688,Critical,"high churn risk, stable usage, and negative recent complaints"
9178-JHUVJ,0.042956296,Stable,0.984205424785614,Service Quality,100.0,Healthy,"low churn risk, stable usage, and positive recent feedback"
6168-YBYNP,0.51786023,Stable,-0.9972285827000936,Technical,48.79135489463806,At-Risk,"moderate churn risk, stable usage, and negative recent complaints"
7255-SSFBC,0.052268248,Growing,-0.9886204600334167,Billing,96.5119157359004,Healthy,"low churn risk, growing usage, and negative recent complaints"
3645-DEYGF,0.60349697,Growing,0.0005696415901184,Service Quality,72.7637568116188,Healthy,"moderate churn risk, growing usage, and neutral recent contact history"
9323-HGFWY,0.43600875,Growing,0.984205424785614,Service Quality,99.2424687743187,Healthy,"moderate churn risk, growing usage, and positive recent feedback"
8544-GOQSH,0.6324363,Growing,0.000542014837265,Technical,70.73759093880653,Healthy,"moderate churn risk, growing usage, and neutral recent contact history"
3363-DTIVD,0.050791472,Stable,0.9998584985733032,Service Quality,100.0,Healthy,"low churn risk, stable usage, and positive recent feedback"
7018-WBJNK,0.7424652,Declining,-0.9991870721181234,Technical,18.03963005542755,Critical,"high churn risk, declining usage, and negative recent complaints"
